title,seller,property_type,address,price,bedrooms,bathrooms,built_Area,land_Area,parking,description
Casa Sola En Venta Del Maestro,MercadoLibre,,"Victoriano Gonzales104, Del Maestro, Oaxaca De Juárez, Oaxaca",7000000,5,4,250,500,0,"Nocnok ID: MX20-IE7138. CASAS EN VENTA EN OAXACA, HERMOSA RESIDENCIA EN COL. SANTA ROSA, COL. DEL MAESTRO.HERMOSA RESIDENCIA TIPO CAMPESTRE, TOTALMENTE EQUIPADA.500 M2 DE TERRENO (TERRENO DE 20 X 25) Y 250 M2 DE CONSTRUCCION. 2 PLANTAS, COCHERA PARA 6 AUTOS TECHADA Y CON CORTINAS DE LONA, LOZETA DE TRAFICO PESADO, AREA CON JARDINERAS. PORTON ELECTRICO, CISTERNA DE 20 LTS., SISTEMA HIDRONEUMATICO.PLANTA BAJA: PUERTAS DE MADERA TIPO HUANACASTLE, VENTANAS DE ALUMINIO MADERA APARENTE, ESTUDIO, SALA ESTILO A DESNIVEL, COMEDOR, COCINA CON GABINETES INTEGRALES DE CEDRO Y ALACENA EQUIPADA, PATIO DE SERVICIO, AREA DE ESTANCIA CON CANTINA DE MADERA DE CEDRO, BAÑO COMPLETO PARA VISITAS.JARDIN EMPASTADO, ALBERCA CON CAPACIDAD DE 50 MIL LTS. EQUIPADA, NO CLIMATIZADA Y CON AREA DE CHAPOTEADERO, PALAPA CON BAÑO COMPLETO Y AREA DE VESTIDOR O ALMACEN.PLANTA ALTA: AREA COMPLETAMENTE CON LOZETA, 5 RECAMARAS CON CLOSET INCLUIDO DE MADERA DE NOPO, 1 BAÑO COMPLETO, CLOSET CENTRAL DE MADERA DE CEDRO, AREA PARA SALA DE TV, RECAMARA PRINCIPAL CON VESTIDOR, CLIMA Y BAÑO COMPLETO CON TINA DE HIDROMASAJE, AREA DE MESANINE MUY AMPLIA COMO AREA EXTRA, ESCALERAS DE CARACOL HACIA AZOTEA.TOTALMENTE IMPERMEABILIZADA, CUARTO DE LAVADO, 2 TINACOS DE 1200 LTS. C/U, TANQUE ESTACIONARIO DE 200 LTS. CON ESCALERA TIPO BOMBERO PARA SERVICIO EXTERIOR.ACTUALMENTE AMUEBLADA SIN HABITAR (MUEBLES DE MUESTRA)TODOS LOS SERVICIOS EN LA ZONA, AREA HABITACIONAL Y COMERCIAL.ZONAS DE INFLUENCIA Y COMERCIOS: AURRERA, BRENAMIEL, OXXO, PITICO, UNIVERSIDAD DEL GOLFO, CARRET. INTERNACIONAL, MERCADO ZONAL STA ROSA, PROVEEDORA ESCOLAR, FARMACIAS DEL AHORRO.DOCUMENTACION EN REGLA, AVALUO RECIENTE, NEGOCIABLE. Estátus jurídico: Libre de gravamen.ADVERTENCIA: Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
Casa Sola En Venta Jardines De A Sierra,MercadoLibre,,"Pirineos119, Siete Regiones, Oaxaca De Juárez, Oaxaca",2900000,4,4,285,295,0,"Nocnok ID: MX18-FL7116. CASAS EN VENTA EN OAXACA, FRACC. JARDINES DE LA SIERRA, SN MARTIN MEXICAPAMHERMOSA CASA EN VENTA EN ZONA RESIDENCIAL, A 10 MIN. DEL CENTRO, CON AREA DE DEPARTAMENTO EXTRA, PROPIEDAD CARACTER DEFINITIVO, TODOS LOS SERVICIOS, Y ZONA TOTALMENTE APASIBLE Y TRANQUILA QUE COLINDA CON RESIDENCIAL GALAAHUI DE SAN JUAN CHAPULTEPEC.AREA TOTAL DE TERRENO: 295 m2AREA TOTAL DE TODA LA CONSTRUCCION: 282 m2CASA PRINCIPAL DE UNA SOLA PLANTA.SALA - COMEDOR - ESTANCIA - COCINA CON ALACENA - PATIO DE SERVICIO, LOCAL DE 9 M2, CISTERNA DE 8 MIL LTS.AREA TOTAL DE CONSTRUCCION:RECAMARAS: 2 MUY AMPLIAS CON CLOSET CON LUZ INTERIOR Y UNA MAS EN PARTE SUPERIOR CON BAÑO COMPLETO.BAÑOS COMPLETOS: 1 EN COMPLETO AZULEJO Y CANCEL EN CASA PRINCIPALDEPARTAMENTO POSTERIOR.AREA TOTAL DE COSTRUCCION: 1 RECAMARA CON BAÑO COMPLETO Y AREA DE COCINA.AREA DE LAVADEROS DE AZULEJO.ESCALERA DE CARACOL CON ACCESO A ZOTEA Y 3a RECAMARA POSTERIOR.AREA TOTALMENTE IMPERMEABILIZADA, 2 TINACOS INDEPENDIENTES DE 950 LTS.PASILLO DE ACCESO AL AREA POSTERIOR.COCHERA PARA UN AUTO.PISOS DE GRANITO Y MARMOL.ARBOL DE GUAYABAL Y BUGAMBILIA.AREAS DE INFLUENCIA: AGENCIA MPAL. DE SAN JUAN CHAPULTEPEC, CARRET. VIEJA A MONTE ALBAN, PUENTE VALERIO TRUJANO, AV. MEXICAPAM CON ACCESO A PLAZA BELLA.PRECIO NEGOCIABLE Estátus jurídico: Libre de gravamen.ADVERTENCIA: Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
Casa Sola En Venta Agencia De Policia De Dolores,MercadoLibre,,"Flores Magon906, Residencial San Felipe, Oaxaca De Juárez, Oaxaca",2400000,3,3,119,105,0,"Nocnok ID: MX20-II5054. CASAS EN VENTA EN OAXACA, 3 RECAMARAS, COL. DOLORES.VENTA DE BONITA CASA HABITACION, DE DOS PLANTAS, TRES RECAMARAS Y DOS Y MEDIO BAÑOS.TERRENO DE 105 M2 Y 119 M2 DE CONSTRUCCION.P.B.: COCINA INTEGRAL EN MADERA, SALA, COCINA, COMEDOR, BAÑO DE SERVICIO CON GABETAS PARA ALMACENAMIENTO, ALACENERO EN ZONA DE ESCALERAS, PATIO DE SERVICIO CON LAVADERO Y BOLIER DE 38 LT., COCHERA PARA DOS AUTOS, CISTERNA DE 5 MIL LTS, AMPLIOS VENTANALES CON MAYOR LUMINOSIDAD EN INTERIORES.P.A.: TRES RECAMARAS, TODAS CON CLOSET, PRINCIPAL CON BAÑO PROPIO Y TINA DE HIDROMASAJE Y PEQUEÑO BALCON HACIA CALLE PRINCIPAL, BAÑO COMPLETO PARA AREA COMPARTIDA.ATREAS DE INFLUENCIA: INFONAVIT 1ª ETAPA, COL. VOLCANES, ESCUELA NORMAL DE EDUCACION ESPECIAL, ZONA ESCOLAR Y COMERCIOS DE BASTO, 28ª ZONA MILITAR,TODOS LOS SERVICIOS EN LA ZONA.DOCUMENTACION EN REGLA, PRECIO NEGOCIABLE. Estátus jurídico: Libre de gravamen.ADVERTENCIA: Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
Casa Sola En Venta Trinidad De Viguera,MercadoLibre,,"Prolongacion Francisco I Madero5, Trinidad de Viguera, Oaxaca De Juárez, Oaxaca",2200000,3,2,200,315,0,"Nocnok ID: MX19-HB6520. CASAS EN VENTA EN OAXACA, PREDIO ""EJIDAL"" ZONA TRINIDAD DE VIGUERA CASA DE DOS PLANTAS - TRES RECAMARAS CON UN BALCON - UN Y MEDIO BAÑO - SALA - COMEDOR - COCINA. PISOS DE LOZETA Y AZULEJO - PATIO DE SERVICIO - PATIO Y COCHERA MUY AMPLIOS - CISTERNA DE 6 LTS. - FOSA SEPTICA EXTRA. TOTALMENTE BARDEADA - PORTON DE ACCESO - VENTANAS Y PUERTAS CON PROTECCION - ACABADOS EN FINO Y PINTADA TOTALMENTE.315 M2 DE TERRENO (21 X 15)200 M2 DE CONSTRUCCIONTODOS LOS SERVICIOS EN LA ZONA (LUZ, AGUA, DRENAJE, TELEFONO)ZONAS DE INLFUENCIA: ZONA DE INVERSION Y PLUSVALIA POR APERTURA DE LIBRAMIENTO NORTE OAXACA, MCPO. TRINIDAD DE VIGUERA, CENTRO DE SALUD DE VIGUERA, CRUCERO DE VIGUERA, CD DE LO NIÑOS.PRECIO NEGOCIABLE Estátus jurídico: Libre de gravamen.ADVERTENCIA: Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
Casa Sola En Venta Trinidad De Las Huertas,MercadoLibre,,"Huertos5, Trinidad De Las Huertas, Oaxaca De Juárez, Oaxaca",4800000,5,2,340,180,0,"Nocnok ID: MX17-DO5290. CASA EN VENTA ZONA FRACC. TRINIDAD DE LAS HUERTAS CASA EN ZONA RESIDENCIAL, AREA COMERCIAL Y PLACIDA, 5 RECAMARAS, BALCON, 2 DESPACHOS , SALA Y COMEDOR AMPLIAS, COCINA NUEVA, 2 BAÑOS, PATIO DE SERVICIO AMPLIO, CISTERNA DE 10 MIL LTS., DOS TINACOS DE MIL LTS., 2 PLANTAS, 180 M2 DE TERRENO, 340 M2 DE CONSTRUCCION.AREA DE INFLUENCIA: 5 SEÑORES, PLAZA OAXACA, PLAZA DEL VALLE, ZONA SUR DEL CENTRO, AV. FERROCARRIL, AV. UNIVERSIDAD, UABJO, PERIFERICO ZONA SUR, CHEDRAUI PERIFERICO.OPORTUNIDAD EN PLUSVALIA E INVERSION.PRECIO A TRATAR Estátus jurídico: Libre de gravamen.ADVERTENCIA: Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
"Casa En Venta 4 Recámaras!! Col Jacarandas, Oaxaca, Oaxaca -ag",MercadoLibre,,"Jacarandas, Oaxaca De Juárez, Oaxaca, México, Jacarandas, Oaxaca De Juárez, Oaxaca",900900,4,2,240,200,2,** EXCELENTE OPORTUNIDAD DE INVERSION**• VENTA DE CASA DE REMATE BANCARIO• NO SE ACEPTAN CREDITOS• SOLO PAGO DE CONTADO EN 2 EXHIBICIONES• MAYORES INFORMES CON LIC. ANGELICA GARCIA
Casa En Trinidad De Las Huertas,MercadoLibre,Ph,"Trinidad De Las Huertas, Oaxaca De Juárez, Oaxaca, México, Trinidad De Las Huertas, Oaxaca De Juárez, Oaxaca",3750000,3,1,200,200,2,"ESTUPENDA PROPIEDAD MUY CERCANA AL CENTRODE LA CIUDADUBICADA ENTREAV. UNIVERSIDAD Y CASI ESQ. HUERTO LOS CIRUELOS200 M CUADRADOSPROPIEDAD DEFINITIVATODOS LOS SERVICIOSPRECIO $3,750,000.00"
Remato Hermosa Casa Increible Precio En Oaxaca Aprovecha Ultimos Remates Con Jardin Inmejorable Oportunidad De Adquirir Tu Patrimonio,MercadoLibre,Casa,,700000,4,3,276,310,2,"¡¡¡LEER TODO EL ANUNCIO!!!********* BENEFICIOS Y CONDICIONES *********** PLUSVALIA INMEDIATA* TRIPLICA TU INVERSION EN MENOS DE UN AÑO* SOLO PAGO DE CONTADO EN DOS EXHIBICIONES ( NO SE ACEPTAN CREDITOS )* INMUEBLE MUY POR DEBAJO DE SU VALOR REAL* NO SON DE ENTREGA INMEDIATA* CESION DE DERECHOS GARANTIZADA ANTE NOTARIO PUBLICO* PROCESO Y ENTREGA GARANTIZADA BAJO CONTRATO*********** SI TE INTERESA COMUNICATE, TAMBIEN CONTESTO WHATSAPP**************AGENDA TU CITA PARA UNA ATENCION PERSONALIZADA Y DARTE TODOS LOS DETALLES QUE NECESITAS PARA APROVECHAR ESTA ENORME OPORTUNIDAD!!!¡¡¡RECUERDA QUE ALGUNAS PERSONAS NO CONOCEN ESTA MODALIDAD DE INVERSION, PERO YA QUE TU SI… NO PIERDAS LA OPORTUNIDAD Y ADQUIERE A UN PRECIO INCREIBLE!!!"
"-casa De Remate Bancario-colonia Jacarandas, Oaxaca-jcbb",MercadoLibre,Casa,"Tulipanes, Jacarandas, 68144 Oaxaca, Oaxaca, México, Jacarandas, Oaxaca De Juárez, Oaxaca",900900,4,2,240,200,2,"¡¡VENTA DE PROPIEDAD EN REMATE!!OPORTUNIDAD PARA HABITAR O INVERTIR EN INMUEBLES DE RECUPERACIÓN.PROPIEDAD UBICADA EN MUY BUENA ZONA Y DE ALTA PLUZVALIA.CERCA DE ESCUELAS, PARQUES, Y CENTROS COMERCIALES.ÚNICA OPORTUNIDAD.¡¡AHORRO SIGNIFICATIVO!! sobre el valor real de la propiedad.Pago únicamente con recursos propios.Propiedades sujetas a disponibilidad y precio.Fotografías únicamente ilustrativas.Oportunidad única de inversión"
Mptg Casa En Sector I Santa María Huatulco Oaxaca,MercadoLibre,Casa,"Sierra De Juárez, I, Crucecita, Oaxaca, México, Santa María, Oaxaca De Juárez, Oaxaca",1061219,3,1,113,134,1,"Aparta la propiedad firmando contrato y pagando la primera parte que consta de $315,000CARACTERÍSTICAS:RECAMARÁS 3BAÑOS 1ESTACIONAMIENTO 1METROS CUADRADOS:CONSTRUCCIÓN: 113 M2TERRENO: 134 M2ESPERAMOS TU LLAMADAVenta de propiedad SECTOR I""Recuperación Bancaria""Características principales:1. Solo admito recursos propios, no acepto ningún tipo de crédito2. La entrega no es inmediata3. No se puede ver por dentroTodas estas características tienen su razón de ser.Si deseas mayor información por favor llama al número que ve en pantalla para que se le pueda brindar la atención adecuada."
Casa Sola En Venta La Azucena,MercadoLibre,,"De Las Rosas100, Azucena, Oaxaca De Juárez, Oaxaca",3500000,10,5,671,375,0,"Nocnok ID: MX19-FU4340. CASAS EN VENTA EN OAXACA, ZONA SAN MARTIN MEXICAPAM COL. AZUCENASAMPLIA CASA EN VENTA CON 375 M2 DE TERRENO Y 671 M2 DE CONSTRUCCION Y LISTA PARA TERCERA PLANTA, CON TERMINADOS RUSTICOS ACTUALMENTE, PISOS PULIDOS, APLANADOS Y REPELLADOS LA MAYORIA DE LAS ZONAS, SUBDIVIDIDA EN TRES AREAS, 10 RECAMARAS TOTALES, 5 Y MEDIO BAÑOS, ZONA DE COCINA, COMEDOR Y SALA MUY AMPLIOS EN PLANTA ALTA DE CASA PRINCIPAL TIPO TERRAZA, AREAS DE SERVICIO EN TODA LA CONSTRUCCION, 2 TINACOS DE 1200 C/U, DEPARTAMENTO EN PLANTA BAJA, BODEGA PEQUEÑA EN PLANTA BAJA, TRES ACCESOS EN FACHADA PRINCIPAL, UN ACCESO EN PARTE LATERAL, CONSTRUCCION RECIENTE NO MAS DE 10 AÑOS, A 150 MTS DE PAVIMENTACION, CON TODOS LOS SERVICIOS.REGIMEN PROPIEDAD CARACTER DEFINITIVO.AEAS DE INFLUENCIA: A MENOS DE 800 MTS DE AV. MEXICAPAM, A 1 KM DE CENTRO COMERCIAL PLAZA BELLA, AGENCIA MPAL. SAN MARTIN MEXICAPAM, ZONA RESIDENCIAL, VISTA AL VALLE DE OAXACA, CARRET. A MONTE ALBAN.COSTO: $ 3,500,000PRECIO NEGOCIABLE Estátus jurídico: Libre de gravamen.ADVERTENCIA: Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
"Casa Centro Oaxaca De Juarez, Oaxaca",MercadoLibre,,"Reforma 207, Oaxaca Centro, Oaxaca De Juárez, Oaxaca",25000000,7,4,252.77,175,0,"COMERCIAL,HABITACIONAL,OFICINA"
Hermosa Casa Remodelada Y Equipada En Oaxaca Zona Exclusiva San Fellipe Del Agua 350 M2 De Construcción,MercadoLibre,Casa,"Catalina 107, San Felipe, Agencia Municipal De San Felipe Del Agua, Oaxaca De Juárez, Oaxaca, México, San Felipe Del Agua 1, Oaxaca De Juárez, Oaxaca",9800000,4,3,350,300,1,"Hermosa Casa en Oaxaca a 15 minutos del Centro de la Ciudad en una de las Zonas más Exclusivas y seguras de la Ciudad. Donde podrás tener un descanso increible y tranquilo. tiene 35 años de construcción pero fue remodelada completamente en Noviembre del 2022.Fecha Técnica:* Huespedes 8 a 12 Personas Máximo* Habitaciones 4 Habitaciones* Camas 2 Camas Tamaño King Size y 2 Camas Tamaño Queen Size* Equipamiento Habitaciones Principales ""2 Habitaciónes Tipo Suite* Smart Tv de 55 Pulgadas* Aire Acondicionado""* Baños 3.5 Baños* Amenidades ""* Sala para 8 Personas* Comedor para 6 Personas* Zona con Escritorio para Trabajar* Estacionamiento para 2 Vehiculos Medianos* Patio Trasero con 2 Bancas y 1 mesa centro* Terraza con 2 Sillas (Habitación Principal)""Cocina ""Equipamiento:* 1 Estufa con Horno* 1 Refrigerador* 1 Microondas* 1 Cafetera de filtro* 1 Tostador* 1 Tetera electrica* 1 Licuadora* Tazas, cubiertos, vasos y platos para 8 Personas""* Wi-fi SiTamaño de Propiedad 300 m2 de Terreno - Construccion 350 m2 (2 pisos )Anotaciones Recientemente remodelada baños, pisos y mejora de áreas comunes (Noviembre 2022)"