title,seller,property_type,address,price,bedrooms,bathrooms,built_area,land_area,description,zip_code,parking
Se vende casa en Fraccionamiento. - (3),Mitula,Casas En Condominios,"oaxaca, oaxaca, fraccionamiento villas montealban",1290000,3.0,2.0,61.0,94.0,"Esta casa cuenta con estacionamiento privado hasta 2 vehículos.En planta baja se encuentra la sala comedor, cocina con barra desayunador, 2 recamaras una de ellas podría adecuarse a estudio, baño completo y área de servicio.En la segunda planta, recamara  y baño completo. (3)",68143.0,2.0
CASA COMERCIAL EN VENTA EN JALATLACO - (3),Mitula,Locales Comerciales,"oaxaca, oaxaca, barrio jalatlaco",12000000,3.0,1.0,268.0,268.0,"Ubicada en el barrio de Jalatlaco, aproveche esta oportunidad de inversión en una de las zonas más bonitas de la ciudad, la cual, en los últimos años, ha llegado a ser un destino ideal para inversionistas principalmente del sector de hotelería y de restaurantes.  Calles empedradas, arquitectura colonial, cafés y restaurantes para disfrutar la gastronomía oaxaqueña. El barrio de Jalatlaco se caracteriza por su gente que vive y celebra las tradiciones oaxaqueñas más emblemáticas. Sus calles se llenan de colorido haciendo tributo a cada fiesta local, atrayendo miles de turistas y locales durante todo el año. En este ambiente se encuentra una propiedad antigua, muy característica de la arquitectura y cultura del barrio. Tiene dos puertas con protecciones de herrería que dan a la calle y a su vez proporcionan el acceso principal a lo que originalmente fue la sala y comedor de la casa. Los muros son de adobe y la altura de los techos mantiene la casa muy fresca. El diseño original ha sido conservado en su mayoría durante el transcurso del tiempo. Solo una parte de lo que fue la cocina ha sido modificado; construyéndose un nuevo loft que nos da una idea de arquitectura ecléctica que sirva de puente entre lo moderno y lo tradicional. En resumen, esta propiedad presenta una gran oportunidad para inversionistas y arquitectos creativos, para realizar un gran proyecto, en un terreno con superficie de 268 m2, dentro de este hermoso y ancestral barrio. (3)",68080.0,
"VENTA DE CASA EN FRAMBOYANES, OAXACA.",Mitula,Casa,"trinidad de las huertas, oaxaca de juarez, oaxaca, mexico",630000,3.0,2.0,400.0,335.0,"MAGNIFICA OPORTUNIDAD DE ADQUIRIR BONITA CASA A UN MUY ATRACTIVO COSTO Y CON EXCELENTE PLUSVALIA CASA, LA DISTRIBUCIÓN ES SALA, COMEDOR, COCINA, CUARTO DE LAVADO, 3 RECAMARAS, 1 BAÑO, ESTUDIO, 1 LUGAR DE ESTACIONAMIENTO.EXCELENTES VIAS DE ACCESO, ESCUELAS, CENTROS COMERCIALES, BANCOS. ADQUIERE PROPIEDAD CON UN DESCUENTO DEL 50 AL 70% DE SU VALOR COMERCIAL, SU INVERSIÓN 100% SEGURA, ENTREGA GARANTIZADAMAYOR INFORMES CON LIC. FERNANDO LOZADA 55,70,64,64,24.",68080.0,1.0
"Venta de Casa en Col. Centro, Oaxaca",Mitula,Casa,"manuel sabino crespo, oaxaca de juarez, oaxaca, mexico",427700,5.0,3.0,270.0,270.0,"Con esta hermosa propiedad tienes una extraordinaria oportunidad de incrementar tu patrimonio; ubicada muy cerca de ICJ Posgrados SC, Museo de Sitio ""Casa Juárez"" y Neurología Clínica y Diagnóstica; su ubicación le permite acceder a distintos centros comerciales, escuelas, restaurantes y hospitales...La propiedad cuenta con sala, comedor, cocina integral, 5 recamaras, 3 baños y 2 lugares de estacionamiento.LA COMPRA DEBE SER CON RECURSOS PROPIOS.NO SE ACEPTAN CRÉDITOS.Gestionamos todos los trámites legales; desde la firma del contrato, hasta la entrega de la propiedad. No es necesario que el comprador se involucre o invierta tiempo y dinero.",68045.0,1.0
CASA DE 3 NIVELES EN VENTA EN EJIDO GUADALUPE VICTORIA,Mitula,Casa,"oaxaca, oaxaca, ejido guadalupe victoria",5300000,3.0,4.0,413.0,161.0,"🔰AMPLIA CASA EN VENTA EN EXCELENTE UBICACIÓN A 5 MINUTOS DE LA IGLESIA DE SAN FELIPE.CARACTERISTICAS:$5,300,000▪️TERRENO: 161 M2▪️CONSTRUCCION: 413 M2PRIMER NIVEL♦️ESTACIONAMIENTO TECHADO PARA 2 AUTOS♦️ESTANCIASEGUNDO NIVEL♦️AMPLIA E ILUMINADA AREA DE SALA COMEDOR♦️AMPLIA COCINA EQUIPADA♦️MEDIO BAÑO♦️PATIO DE SERVICIO♦️CUARTO DE SERVICIO CON BAÑO COMPLETO♦️CUBO DE LUZ NATURALTERCER NIVEL♦️AMPLIA RECAMARA PRICIPAL CON BAÑO COMPLETO, VESTIDOR Y CLIMA♦️2 RECAMARAS SECUNDARIAS CON CLOSET,  BAÑO COMPLETO Y CLIMA♦️ESTUDIO",68277.0,2.0
SE VENDE CASA EN LA COLONIA LIBERTAD - (3),Mitula,Casa,"oaxaca, oaxaca, ejido guadalupe victoria",2750000,5.0,3.0,103.0,109.0,"Se vende propiedad para inversionistas, con ubicación estratégica, muy cerca de la Central de Abastos y el Centro de la ciudad, lista para habitar o ideal para cualquier negocio. (3)",68277.0,
CASA EN VENTA EN LA REFORMA - (3),Mitula,Casa,"oaxaca, oaxaca, diaz ordaz",4500000,2.0,2.0,140.0,161.0,"EN UNA DE LAS CALLES MAS TRANQUILAS DE LA REFORMA SE ENCUENTRA ESTA CASA CON TODOS LOS SERVICIOS CERCA, ESTA CASA CUENTA CON UN PATIO PARA PASAR UNOS GRATOS MOMENTOS CON LA FAMILIA (3)",68040.0,
CASA EN VENTA CON LOCALES COMERCIALES  - (3),Mitula,Casa,"oaxaca, oaxaca, oaxaca centro",20450000,5.0,4.0,407.0,545.0,"CASA HABITACION CON DISTRIBUIDOR, DESAYUNADOR, SALA COMEDOR,COCINA, TRES RECAMARAS, BAÑO COMPLETO, CUARTO DE LAVADO Y PLANCHADO,CORREDORES Y PATIO, Y AL FONDO UN DEPARTAMENTO CON SALA COMEDORCOCINA Y DOS RECAMARASTIENE 2 LOCALES COMERCIALES (3)",68000.0,
CASA EN VENTA EN SAN FELIPE - (3),Mitula,Casa,"oaxaca, oaxaca, barrio la chigulera",4500000,3.0,2.0,141.0,205.0,Hermosa casa habitacional en una zona exclusiva de San Felipe ideal para salir hacer ejercicio hacia las montañas (3),68026.0,
CASA EN EL CENTRO DE OAXACA - (3),Mitula,Casa,"oaxaca, oaxaca, estrella",35000000,10.0,4.0,583.0,395.0,"PRECIOSA CASA EN EL CENTRO DE OAXACA EN PERFECTAS CONDICIONES, CON MUCHA HISTORIA, DONDE VIVIO EL GENERAL GARCIA VIGIL (3)",68045.0,
CASA EN VENTA EN LA COLONIA REFORMA - (3),Mitula,Casa,"oaxaca, oaxaca, reforma",8900000,5.0,4.0,378.0,270.0,"Magnifica oportunidad de inversión, en unos de los sectores más cotizados de la ciudad de Oaxaca, casa en venta con uso de suelo Mixto, cuenta con avalúo,  planos estructurales, planos arquitectónicos, y dictamen de seguridad estructural con conclusión de que NO PRESENTA DAÑOS. (3)",68050.0,
Casa en Obra Negra - (3),Mitula,Casa,"oaxaca, oaxaca, lazaro cardenas 1a secc",2975000,4.0,4.0,600.0,240.0,"Casa en Obra Negra en Venta.  Con 600 metros de construcción y 240 metros de terreno. La propiedad se vende tal cual se muestran las fotos, para elegir los acabados y distribución que desees en tu nueva casa. El proyecto está conformado de la siguiente manera.  Planta baja: cochera, sala comedor, cocina,  1/2 baño y cisterna.Planta  alta: 4  habitaciones, 4 baños y una sala de estar.Rooftop: Terraza de descanso, convivencia y cuarto de servicio.Propiedad Ejidal. (3)",68140.0,1.0
CASA EN EL EX-MARQUESADO SOBRE AV. PRINCIPAL - (3),Mitula,Casa,"oaxaca, oaxaca, oaxaca centro",12500000,7.0,5.0,340.0,418.0,"Hermosa casa catalogada estilo colonial en el barrio del Exmarquesado, la propiedad cuenta con patio central, 3 recamaras, 3 baños, cocina, comedor y área de servicios, con dos amplios locales comerciales (40m2 y 20m2) y dos departamentos con entrada independiente de 2 recamaras cada uno, ideal para diferentes giros de inversión, ubicada en Avenida importante que le otorga gran conectividad con la ciudad y el centro histórico de Oaxaca. (3)",68000.0,
ATENCION INVERSIONISTAS - (3),Mitula,Casa,"oaxaca, oaxaca, benito juarez",13000000,10.0,9.0,890.0,1225.0,"Atención inversionistasRemax Cantera propone casa en venta, la cual se encuentra en una excelente ubicación, a media cuadra de la Carretera Internacional, en Pueblo Nuevo Oaxaca, cerca del crucero comercial de Viguera, rodeada de centros comerciales: farmacias del ahorro, Coppel, Miniabastos, escuelas, plantel educativo COBAO. A 20 minutos de la ciudad de Oaxaca, en automóvil.Esta propiedad se compone de un edificio de dos niveles utilizado para casa habitación, y otro edificio con habitaciones con baño para renta.Casa principal, cuenta con: sala, comedor, dos cocinas, una de ellas es cocina tradicional y la otra cuenta con cocina integral en renovación, 10 recámaras, la recamara principal cuenta con baño incluido, y las otras 9 recámaras comparten 4 baños.Recámaras y departamento para renta:  cuenta con 10 recámaras con baño integrado, 4 recamaras con baño compartido. Además, cuenta con un departamento de 2 recámaras, sala, comedor, cocina, 1 baño y patio de servicio. Cuenta con un salón de eventos especiales, con todos los servicios. Área arbolada y gran jardín, excelente para hotel, restaurante, oficinas.Cuenta con todos los servicios: agua potable, cisterna, energía eléctrica, drenaje. Calles pavimentadas.Régimen ejidal. (3)",68030.0,
Casa en Venta en la Colonia Volcanes - (3),Mitula,Casa,"oaxaca, oaxaca, volcanes",7400000,6.0,4.0,350.0,366.0,"Propiedad en la colonia Volcanes, Oaxaca, cuenta con seis habitaciones, todas equipadas con clóset para mayor comodidad. Además, cuenta con cocina integral, una terraza para disfrutar al aire libre, un cuarto de televisión para momentos de entretenimiento y un práctico cuarto de lavado. Los cuatro baños completos aseguran que haya suficiente espacio para todos los residentes. Y para aquellos que poseen varios autos, el estacionamiento tiene capacidad para cinco vehículos, es una ventaja adicional. Una vivienda ideal para una familia numerosa o aquellos que buscan mucho espacio y comodidades en su hogar.Además de sus amplias comodidades, esta casa en la colonia Volcanes, Oaxaca, también representa una magnífica oportunidad para desarrolladores. Su terreno y ubicación estratégica son ideales para construir un edificio de departamentos habitacionales. Con la demanda de viviendas en la zona, este proyecto podría ofrecer una excelente inversión y proporcionar espacios modernos y funcionales para futuros residentes. Una propuesta atractiva para aquellos interesados en el desarrollo inmobiliario y maximizar el potencial de este valioso terreno.  (3)",68020.0,5.0
AMPLIA CASA EN VENTA A 5 MINUTOS DE LA IGLESIA DESAN FELIPE,Mitula,Casa,"oaxaca, oaxaca, ejido guadalupe victoria",5300000,3.0,4.0,413.0,161.0,"🔰AMPLIA CASA EN VENTA EN EXCELENTE UBICACIÓN A 5 MINUTOS DE LA IGLESIA DE SAN FELIPE.CARACTERISTICAS:$5,300,000▪️TERRENO: 161 M2▪️CONSTRUCCION: 413 M2PRIMER NIVEL♦️ESTACIONAMIENTO TECHADO PARA 2 AUTOS♦️ESTANCIASEGUNDO NIVEL♦️AMPLIA E ILUMINADA AREA DE SALA COMEDOR♦️AMPLIA COCINA EQUIPADA♦️MEDIO BAÑO♦️PATIO DE SERVICIO♦️CUARTO DE SERVICIO CON BAÑO COMPLETO♦️CUBO DE LUZ NATURALTERCER NIVEL♦️AMPLIA RECAMARA PRICIPAL CON BAÑO COMPLETO, VESTIDOR Y CLIMA♦️2 RECAMARAS SECUNDARIAS CON CLOSET,  BAÑO COMPLETO Y CLIMA♦️ESTUDIO",68277.0,2.0
EN VENTA AMPLIA CASA CERCA DE LA UNIVERSIDAD LASALLE ZONA NORTE CON ALBERCA,Mitula,Casa,"oaxaca, oaxaca, ejido guadalupe victoria",8800000,3.0,3.0,342.0,210.0,"💢SE VENDE CASA  CERCA DE LA UNIVERSIDAD LA SALLE, EN  EJIDO GUADALUPE VICTORIA.💢✅$8,800,000▪️Terreno: 210.88 m2▪️Construcción: 342.52 m2*Características**Primer Nivel*:🔹Cochera techada para 3 vehículos con portón eléctrico🔹Recibidor con baño para visitas🔹Mini Bar con aire acondicionado 🔹Jardinera con una mini bodega🔹 Sala -Comedor🔹Amplia cocina equipada 🔹Alacena🔹Terraza con Alberca climatizada *Segundo Nivel:*🔹1 Recámara con Vestidor , Baño completo con canceleria de vidrio templado y aire acondicionado 🔹1 Recámara con amplio closet , baño completo con canceleria y aire acondicionado *Tercer Nivel:*🔹 Amplia Recamara Principal con aire acondicionado, terraza , lavabo doble, baño, Amplio vestidor y vapor.🔹Cuarto de lavado 🔹Closet de blancos Azotea:🔹Techo completamente con loseta🔹Calentador🔹 Hidroneumático*Adicionales*:🔸Cuarto de máquinas para la alberca 🔸Cerca Eléctrica🔸Alarma🔸 Video portero 🔸Cisterna de 20,000 lts🔸Todas las ventanas cuentan con mosquiteros y cortinas black out.",68277.0,3.0
CASA EN OBRA NEGRA DE OPORTUNIDAD EN SAN LUIS BELTRAN,Mitula,Casa,"iglesia de san luis beltran, camino real, agencia de policia san luis beltran, oaxaca de juarez, oaxaca, mexico",3800000,5.0,2.0,200.0,260.0,"Excelente oportunidad de adquirir una propiedad edificada con construcción tradicional, se encuentra ya en fase de acabados, practicamente es obra gris.",68276.0,
VENTA DE HERMOSAS CASAS LOFT NUEVAS EN 7 REGIONES OAXACA,Mitula,Casa,"7 regiones, oaxaca de juarez, oaxaca, mexico",2650000,2.0,1.0,60.0,100.0,"Casa loft en venta en la Colonia 7 Regiones consta de Planta baja y dos niveles.Concepo de diseño Loft industrial.Vivienda contemporánea.Terreno 60m2, construcción 100m2Propiedad de carácter definitivo en condominio.PRECIO VENTA💲2'650,000.00✅Incluye lo siguiente:✅Planta baja techada para estacionamiento de 2 autos y un  jardín lateral a todo lo largo.💯La planta baja también puede ser usada como oficina o local comercial, porque está techada.📌El primer nivel es un espacio abierto integrando sala-comedor-cocina también incluye un medio baño y lavandería.📌En el Segundo nivel tenemos 2 habitaciones y 1 baño completo, con mamparas en regadera de cristal templado. Cada habitación tiene clóset y amplio ventanal.📌La vivienda incluye escalera interior para acceso a la azotea, cómo continuación de escalera interior, cubierta con un domo móvil, que permite amplia iluminación.📌La azotea podrá ser usada como terraza al aire libre con barandal. Usted podrá decorarla al gusto.✅La casa incluye calentador de 40lts, tanque de gas estacionario, cisterna 10 mil lts y sistema hidroneumático para el servicio de baños y cocina.📌La iluminación general de la casa incluye lámparas en estilo vintage, arbotantes discretos color negro y tiras de iluminación leds. Con la intención de crear un ambiente relajado y confortable.📌Acabados en puertas y pisos en madera natural, muros de durock con recubrimieto de tabique rojo aparente y estructura general de la vivienda con columnas y vigas de acero en color natural y muros de concreto armado.Se muestran previa cita. Precio sujeto a cambio sin previo aviso.",68023.0,2.0
AMPLIA CASA EN LA COLONIA EL ARENAL OAXACA,Mitula,Casa,"oaxaca, oaxaca, estado de oaxaca",2448000,4.0,2.0,161.0,204.0,"OPORTUNIDAD PARA INVERTIR EN ESTA HERMOSA CASA , AMPLIA. COMODA Y CON UNA EXCELENTE UBICACION A TAN SOLO 15 MINUTOS DEL CENTRO DE LA CIUDAD DE OAXACA DE JUAREZ.LA CASA CUENTA CON LOS SIGUIENTES ESPACIOS:Planta baja✅ Sala.✅ Comedor.✅ Cocina✅ Patio de servicio techada.✅ Medio baño para visitas.✅ Jardín posterior✅ Jardín delantero✅ Cochera p/ 2 auto.Planta alta✅ Amplio Vestíbulo.✅ 4 Recámaras✅ 2 baños completos.AMENIDADES✅ azotea preparada para roof garden.✅ Cisterna de 5,000 lts. con bomba sumergible y electro nivel.✅Opción a ampliación de proyectoLIBRE DE GRAVAMENPROPIEDAD DEFINITIVAEJERCE TU CREDITO INFONAVIT. FOVISSSTE. HIPOTECARIOAGENDA TU VISISTA CONOCELA Y DECITE A INVERTIR EN TU PATRIMONIO",68144.0,2.0
"Casa en venta en Col. Antiguo Aeropuerto, Oaxaca.",Mitula,Casa,"privada alamos, reforma, oaxaca de juarez, oaxaca, mexico",4200000,3.0,2.0,250.0,200.0,"En venta casa uubicada en Col. Antiguo Aeropuerto, muy cerca de Chedraui de Col. Reforma. Magnífica ubicaciónen zona tranquila, de fácil acceso y de alta plusvalía, a 15 minutos del centro de la ciudad, a 100 m de Col. Reforma.Cerca de de la zona comercial,colegios de prestigio, Bancos, supermercados. clínicas.Construcción de dos plantas.Planta baja: Estacionamiento, amplia sala, comedor, cocina, baño de visitas, jardín, área de lavado y tendido, cisterna.Segundo nivel: Sala de TV, terraza, 2 recámaras una de ellas con vestidor y baño completo, 1 baño completo más, cuarto de servicio con baño completo.Amenidades:Portón y piso de loseta en cochera, cisterna con bomba, área de servicio totalmente cerrada, bardas altas en perímetro, patio posterior con piso de loseta.No dejes pasar esta oportunidad de ser el dueño de esta magnífica casa, haz tu cita hoy mismo, ¡te va encantar!Nota: El precio no incluye gastos de escrituración e impuestos por adquisición del inmueble.",68050.0,1.0
PRECIOSA CASA REMODELADA EN LA PRIMERA ETAPA RICARDO FLORES MAGON,Mitula,Casa,"primera etapa, ricardo flores magon, oaxaca de juarez, oaxaca, mexico",2850000,3.0,3.0,135.0,68.0,"Casa construida en 2 plantas:💹Planta baja cuenta con:📌 Recibidor con protección de fierro📌1/2 Baño, Sala-comedor, cocina integral, recámara con clóset de madera y baño completo📌 Cisterna de 5,000 lt.,💹 Planta alta cuenta con:📌2 recámaras amplias con vestidor y  clóset de madera y muebles de madera con gavetas y cajones 📌Baño en cada una de las recamaras📌La recámara principal tiene un pequeño balcón con vista a la calle y protección de herreria en un diseño arquitectónico, que cumple con su función.📌El vestíbulo de la escalera equipado con un clóset de blancos📌Área de servicio techada con plicarbonato, equipada con lavadero, instalación para la lavadora,  calentador, hidroneumático, 2 tinacos de 1,100 lt, tanque de gas estacionario, hay un cubo de luz y ventilación con una escalera de fierro para subir a la azotea.📌Equipada con mueble de madera bajo de la escalera de fierro.📌Cuenta con cajón de estacionamiento asignado frente a la casa.Se muestra con previa cita.",68025.0,1.0
HERMOSA CASA EN EL FRACCIONAMIENTO SAN JOSE LA NORIA,Mitula,Casa,"san jose la noria, oaxaca de juarez, oaxaca, mexico",9380000,4.0,3.0,127.0,168.0,"Gran oportunidad de adquirir un inmueble remodelado en una zona segura, tranquila y de alta plusvalía.Casa en dos niveles, ofrece cochera para 2 autos, portones automáticos, recibidor, estudio, bodega de servicio, medio baño para visitas, sala, comedor, cocina con cocina integral, área de servicio y escaleras de caracol para el área de lavado, jardín interior, escaleras para la planta alta donde encontraremos 4 recámaras, la principal y secundaria con baño propio cada una, dos recámaras junior con el tercer baño completo a su servicio y una sala de de tv.La casa tiene una cisterna de 10 mil litros, 3 tinacos y gas estacionario. ESTA LIBRE DE GRAVAMEN.Se muestra previa cita.",68276.0,2.0
"VENTA DE CASA EN GUADALUPE VICTORIA, OAXACA, OAXACA",Mitula,Casa,"macedonio alcala, guadalupe victoria, oaxaca de juarez, oaxaca, mexico",560000,3.0,2.0,250.0,300.0,"Hermosa propiedad en venta.La propiedad consta de 3 recamaras, 2 baños y medio, 2 lugares de estacionamiento, sala, comedor y cocina integral.Todas las estancias con acabados modernos y atractivosUbicada en excelente zona, de alta PLUSVALIA, haz crecer tu patrimonio.Excelente oportunidad para invertir.La compra debe ser con recursos propios, NO SE ACEPTAN CREDITOS HIPOTECARIOS.Agenda tu cita virtual o en corporativo.Alexis Ibañez",68033.0,1.0
CASA NUEVA EN VENTA A 10 MIN DEL CENTRO DE LA CD DE OAXACA,Mitula,Casa,"walmart simbolos patrios, avenida simbolos patrios, colonia candiani, oaxaca de juarez, oaxaca, mexico",2650000,3.0,2.0,150.0,80.0,"CASA en VENTAAtrás de WALMART SIMBOLOS PATRIOS2 nivelesSala – Comedor - Cocina 3 Recamaras (recamara principal con baño y vestidor)2 baños completos y un ½ bañoCochera cerrada para un vehículoCuarto de lavadoCisterna de 5 mil litros    Roof GardenUbicado a 300 metros de Wal-Mart Símbolos PatriosPropiedad PrivadaTodos los serviciosPago de contando y se acepta INFONAVIT Total, FOVISSSTE y BancariosTerreno de 80 metros cuadradosMedidas: 8 x 10 metros150 m2 de construcciónPrecio $ 2,650,000",68130.0,1.0
AMPLIA CASA EN ZONA NORTE VENTA A 10 MIN DEL CD DE OAXACA,Mitula,Casa,"volcanes, oaxaca de juarez, oaxaca, mexico",4700000,3.0,1.0,203.0,322.0,"AMPLIA CASA EN ZONA NORTE EN VENTAMuy cerca del mercados paz miguelesCasa de un solo nivel  Estacionamiento para 4 autos, patio de servicio, sala, comedor, cocina integral, 1 recámara con baño, 2 recámaras y un baño independientepropiedad privada322 mts de superficie203 mts de construcción",68020.0,4.0
CASA EN SAN MARTIN A 2 KM DEL CENTRO DE LA CIUDAD,Mitula,Casa,"oaxaca, oaxaca, emiliano zapata",2100000,5.0,3.0,1.0,200.0,"¡EXCELENTE OPORTUNIDAD!! PROPIEDAD EN VENTA EN SAN MARTIN MEXICAPAM, EN EL MUNICIPIO DE OAXACA DE JUAREZ CON UNA EXCELENTE UBICACIÓN: 1.3 km del Periferico 2 Km del centro de la ciudad 1.4 Km de Plaza Bella  500 mts de Riveras de Atoyac Terreno 200 mts2 Inversión $2,100,000 Mas información al",68148.0,
EN VENTA CASA 4 RECAMARAS LOMAS DEL CRESTON CERCA ISSSTE OAXACA,Mitula,Casa,"oaxaca, oaxaca, lomas del creston",8900000,4.0,4.0,463.0,200.0,"HERMOSA RESIDENCIA UBICADA EN ZONA DE GRAN PLUSVALIAUBICADA EN LOMAS DEL CRESTON.CARACTERISTICAS:COCHERA PARA 2 AUTOSPORTON AUTOMATICO.PATIO C/CISTERNA 9MIL LTS.BARDAS ELECTRIFICADASVIDEO PORTEROPRIMER NIVEL: ESTANCIA ILUMINADA CON LAMPARAS LEDS, BALCON CON VISTA AGRADABLEAMPLIO COMEDOR CON MUY BUENA ILUMINACION, PISOS ESTILO AMADERADO, VENTANALES AMPLIOS Y BALCONCOCINA EQUIPADA CON ALACENAS, ISLA CON PARRILLA Y CAMPANA COLGANTE(Video portero)BONITA Y AMPLIA TERRAZAMEDIO BAÑOSUBNIVEL:2 RECAMARAS AMPLIAS CON CLOSETS, CON PATIO TERRAZA Y JARDINERASBAÑO COMPLETO EN CADA RECAMARATERCER NIVEL:1 RECAMARA PRINCIPAL CON AMPLIO VESTIDOR.VENTANALES AMPLIOS, BALCON.1 BAÑO COMPLETO.1 RECAMARA CON CLOSET Y BALCON CON AGRADABLE VISTA.1 BAÑO COMPLETO.1 AREA DE LAVADO CON BAÑO COMPLETO.1 PATIO PARA TENDIDOCUARTO NIVEL:2 ROOF GARDEN CON AGRADABLE VISTA PANORAMICASUPERFICIE TERRENO: NORTE: 24.20, SUR: 23.71, ESTE: 9MTS, AL ORIENTE: 7 MTS2CONSTRUCCION: 463.52 MTS2Cercano a centros comerciales, bancos, colegios, hospitales, transportes.",68024.0,2.0
